Name,Name2,Team,Season,Minutes,Primary Position,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV,Image key
Elliana Rose Ramirez Scraper,Elliana Rose Ramirez Scraper,Pachuca W,2023/2024,6,Delantera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.74,0,0,0,0,0,47.23,0,0,0,44.35,15.74,31.49,0,0,0,0,0,15.74,0,0,0,0,0,31.49,51.38,0,0,0,44.35,15.74,50,0,0,0,0,0,15.74,0,0,0,0,0,0,0,0,0,0,0,0.79,0.79,31.49,50,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,26.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,-0.4,0.55,-0.07,0,0,0.08,
Elvira Cardenas,Elvira Cardenas,Mazatlán W,2023/2024,30,Delantera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,2.98,0.77,29.78,23.83,0,5.96,44.63,0,0,0,0,0,0,0,2.98,0,2.98,0,0,0,26.81,5.99,2.98,2.98,0,47.16,11.91,44,0,0,0,0,0,2.98,100,0,0,0,2.98,0,0,0,0,60.51,2.98,0,0,5.96,50,9.82,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,10.37,0,1,0,0,10.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,-0.04,0.03,0,0,0.02,
Erica Da Silva Santos,Erica Da Silva Santos,Cruz Azul W,2023/2024,2064,Delantera,0.52,0.48,0.38,0.1,3.79,13,38,6,100,0.41,0.04,0.12,1.18,0.04,0.12,1.18,0,0,0,0.52,0.51,4.97,0.02,4.84,2.66,2.18,55,1.26,0,3.36,7.54,0.7,0.65,0.65,0.46,26.47,8.29,0.01,3.75,59.96,6.28,8.55,2.27,2.97,71,2.05,2.71,2.97,39,0.92,44,1.66,0,21.28,19.29,2.62,5.97,0.44,60.84,15.18,71,4.49,75,0.31,0,0.04,23.86,65,1,17,55,0.83,1.66,28,58,-7,60.54,3.66,0.53,0.78,34.5,72,6.97,7.46,0.7,0.7,0,0.44,6.02,6.72,0.22,25,0.26,21,0.48,15,70,15,12,75,12,16.68,13.26,0.98,104,-3.43,16.43,13.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,4.32,29,0.01,0.06,0.03,0.06,0,0.16,
Evelyn Ijeh,Evelyn Ijeh,Tigres UANL W,2023/2024,259,Delantera,0,0,0.2,0.08,2.43,0,29,4,0,0.01,0,0.08,2.08,0,0.08,2.08,0,0,0,0,0.27,4.51,-0.27,1.74,1.04,0.69,60,0.69,0,3.82,4.86,0,0,0.35,0.55,30.55,10.42,0.05,4.17,72.6,4.17,4.17,3.12,3.12,82,5.13,5.13,2.08,67,0.69,50,2.08,0,25.34,37.36,3.47,6.94,0.35,74.38,23.96,95,6.6,95,0,0,0,20.48,85,0.35,25,100,0.35,0.35,41,96,11,68.53,1.04,0.41,0.56,25,76,4.12,11.11,0.69,0.69,0,0.35,6.25,6.94,0,0,0,0,2.08,7,69,25,3,75,22,13.72,10.21,0.9,94,-3.51,12.39,9.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,5.42,26,-0.04,0.03,0,-0.25,0,-0.25,
Itzell Alemán Ramirez,Itzell Alemán Ramirez,León W,2023/2024,64,Delantera,0,0,0.39,0.14,2.8,0,50,6,0,0.11,0,0,0,0,0,0,0,0,0,0,0.39,2.8,-0.39,1.4,1.4,0,100,0,0,0,2.8,0,0,0,0,19.61,7,0,1.4,55.62,5.6,7,1.4,1.4,100,1.12,1.12,0,0,0,100,1.4,0,18.21,24.71,1.4,5.6,0,54.31,9.81,54,5.6,100,0,0,0,21.01,94,0,36,0,0,0,44,100,6,64.8,0,1.45,1.45,18.21,92,7.41,9.81,1.4,1.4,0,1.4,5.6,7,0,100,1.4,100,1.4,19,63,19,14,57,29,12.18,10.45,0.95,100,-1.73,11.52,10.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4.2,25,0.34,0.07,0.03,-0.03,0,0.41,
Ivanna Estrada,Ivanna Estrada,Toluca W,2023/2024,91,Delantera,0.98,0.98,0.74,0.15,4.92,20,80,15,0,1.42,0,0.01,0.98,0,0.01,0.98,0,0,0,0.98,0.76,5.9,0.23,1.97,0,1.97,0,0,0,0.98,6.89,0,0,0,0,20.66,7.87,0,2.95,52.53,2.95,2.95,0.98,0.98,50,1.32,1.32,0,0,0.98,0,0,0,19.68,26.51,2.95,4.92,0,52.99,12.79,65,2.95,60,0,0,0,8.85,90,0,0,0,0,0,10,0,-90,70.35,1.97,0.77,1.41,15.74,56,3.57,5.9,0.98,0.98,0,0,5.9,6.89,0,100,0.98,100,0,20,50,30,17,67,17,15.24,21.86,0.95,0,6.62,14.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.05,15,0.13,0.09,0.01,0.68,0,0.91,
Izabelle Astrid Hernandez,Izabelle Astrid Hernandez,Necaxa W,2023/2024,517,Delantera,0.17,0.17,0.08,0.06,1.22,14,29,2,0,0.13,0,0.03,0.7,0,0.01,0.35,0,0.03,0.35,0.17,0.11,1.92,0.06,1.22,0.7,0.52,57,1.39,0,1.74,5.05,0.35,0.23,0.17,0.09,27.34,10.45,0,2.44,61.4,4.35,5.22,1.39,1.74,62,1.22,1.45,1.22,17,0.87,11,0.35,0,24.72,18.71,2.09,6.79,0.17,61.81,16.71,68,5.92,87,0.17,0,0,24.38,78,0.87,13,83,0.17,1.04,29,79,1,62.32,2.79,0.12,0.16,25.07,78,3.27,9.75,0.52,0.17,0.35,0.17,2.79,2.96,0,0,0,0,0.17,12,69,19,14,70,16,13.4,10.4,1.03,99,-3,13.86,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,2.42,26,-0.06,-0.01,-0.03,0.07,0,-0.03,https://drive.google.com/uc?id=13JyRsKj22DZBTvS7S1y3u-GzQYrmTqpQ
Jasmine Casarez,Jasmine Casarez,Juárez W,2023/2024,2688,Delantera,0.57,0.5,0.44,0.13,3.38,15,48,6,50,0.48,0.23,0.18,1.37,0.23,0.16,1.04,0,0.03,0.33,0.74,0.62,4.76,0.11,3.45,1.98,1.47,57,2.11,0.1,3.48,6.43,0.3,0.25,0.2,0.19,24.11,7.7,0.01,2.91,65.01,4.49,5.93,1.27,1.57,73,1.21,1.46,1.47,32,0.47,47,1.41,0,21.37,19.72,2.44,3.65,0.27,65.33,16.74,78,3.25,89,0.13,0,0,17.31,65,1.21,7,50,0.57,2.04,28,64,-2,62.42,2.08,0.62,0.88,28.06,69,7.92,5.63,0.87,0.47,0.4,0.54,6.66,7.13,0.1,23,0.57,31,0.8,14,66,20,12,74,14,19.01,15.38,0.96,102,-3.63,18.32,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,4.16,24,0.06,0.12,0.01,0.03,0,0.23,
Jenifer Salazar,Jenifer Salazar,Necaxa W,2023/2024,31,Delantera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,5.83,0,0,0,0,17.5,11.67,0,0,57.66,5.83,8.75,0,0,0,0,0,0,0,0,0,0,0,17.5,13.67,0,2.92,0,57.54,11.67,67,2.92,100,0,0,0,20.42,50,0,50,0,2.92,0,50,0,-50,59.55,2.92,0,0,26.26,67,4.28,2.92,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,100,15.54,20.22,0.7,0,4.69,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0.03,0.04,0,0,0.04,https://drive.google.com/uc?id=1l6AUhlYmLrdhqLSIDlPw9I6mioWonbts
Jennifer Hermoso - Pachuca,Jennifer Hermoso - Pachuca,Pachuca W,2023/2024,671,Delantera,0.4,0.4,0.26,0.09,2.82,14,43,3,0,0.4,0.27,0.26,2.68,0.27,0.25,2.55,0,0.01,0.13,0.67,0.52,5.5,0.15,2.28,1.07,1.21,47,2.01,0.13,2.68,2.68,1.07,1.23,0.54,0.65,11.53,4.56,0.02,2.82,56.8,3.62,6.03,1.21,2.28,69,1.95,3.18,0.54,50,0.54,43,0.4,0,9.79,12.6,1.88,3.62,0.4,60.58,6.43,66,2.82,78,0.27,0,0,38.61,84,1.74,75,76,0.8,2.01,29,83,-1,59.03,7.1,0.57,0.84,42.09,89,5.02,15.95,1.74,1.61,0.13,0.54,6.97,8.58,0.8,8,0.13,14,0.8,25,66,9,32,61,8,15.26,12.57,1,102,-2.69,15.23,12.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,9.09,44,0.02,0.14,0.03,0.11,0,0.3,
Juelle Ciani Love,Juelle Ciani Love,Santos Laguna W,2023/2024,1014,Delantera,0.18,0.18,0.17,0.12,1.42,13,25,3,0,0.15,0,0.06,0.44,0,0.06,0.44,0,0,0,0.18,0.22,1.86,-0.04,3.46,1.6,1.86,46,1.77,0,2.4,7.99,0.35,0.25,0.89,0.66,24.4,9.4,0,2.75,63.56,3.73,5.41,1.42,1.77,67,0.89,1.15,1.51,43,0.71,33,0.98,0,21.47,12.44,2.04,4.61,0.18,65.72,16.95,79,4.35,94,0.35,0.09,0,13.57,63,0.09,13,13,0.98,0.62,17,56,-7,56.21,1.24,0.13,0.28,21.47,58,5.12,3.46,0.18,0.18,0,0.18,3.55,3.73,0.09,0,0.09,11,0.27,18,53,29,23,64,13,15.32,12.06,0.94,97,-3.26,14.4,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,1.12,12,-0.04,-0.03,0.03,0.01,0,-0.03,
Julissa Ávila,Julissa Ávila,Cruz Azul W,2023/2024,160,Delantera,0,0,0.28,0.1,2.82,0,20,4,0,0.32,0,0.02,0.56,0,0.02,0.56,0,0,0,0,0.3,3.38,-0.3,1.13,0.56,0.56,50,1.13,0,1.13,2.82,0.56,0.86,0.56,0.86,15.77,5.07,0.05,2.82,67.52,3.38,5.07,0.56,1.13,50,0.23,1.1,1.69,0,0.56,25,0.56,0,13.52,12.12,2.25,2.25,0,67.39,10.7,79,1.69,75,0,0,0,17.46,67,0,10,0,0.56,0.56,30,60,-7,67.36,0.56,0.23,0.32,18.59,85,3.76,6.2,0,0,0,0,5.07,5.07,0,0,0,0,0.56,9,67,24,0,64,36,15.98,12.44,0.86,104,-3.54,13.73,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3.49,22,-0.17,0.07,0,0.13,0,0.04,
Karen Jissel,Karen Jissel,Necaxa W,2023/2024,2086,Delantera,0.13,0.13,0.17,0.1,1.73,8,45,3,0,0.19,0.04,0.11,1.21,0.04,0.11,1.21,0,0,0,0.17,0.28,2.93,-0.11,1.12,0.52,0.6,46,0.6,0,1.55,4.27,0.99,0.56,0.95,0.51,24.29,9.58,0,3.71,52.69,4.14,6.38,1.64,2.63,75,0.9,1.46,0.65,57,0.56,39,1.04,0,22.04,12.53,2.76,4.75,0.17,55.31,12.77,58,3.8,80,0.17,0,0,20.4,66,0.22,10,33,1.12,0.47,31,63,-3,61.89,1.42,0.23,0.36,21.18,78,5.85,6.43,0.56,0.56,0,0.3,4.7,5.26,0,46,0.39,33,0.99,12,62,26,4,66,30,13.74,12.81,0.95,96,-0.93,13.07,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,3.19,31,-0.05,0.02,0.07,0.03,0,0.07,https://drive.google.com/uc?id=1W1VKMlQ_f1p_Ll-Xsn9MnIkrvBj1L81D
Katty Martínez Abad,Katty Martínez Abad,América W,2023/2024,3331,Delantera,0.84,0.81,0.59,0.17,3.46,23,47,6,100,0.59,0.19,0.2,2.3,0.14,0.11,1.27,0.05,0.09,1.03,1,0.79,5.76,0.21,1.84,0.81,1.03,44,1.78,0.03,1.35,5.38,0.43,0.64,0.43,0.58,18.89,7.46,0.01,3.43,66.53,4.16,5.51,1.22,1.65,65,1.83,2.48,0.92,33,0.65,37,0.76,0,16.75,23.63,2.76,4.95,0.38,68.6,14.08,84,4.32,87,0.16,0,0,23.91,70,2.3,7,47,0.7,4.57,25,72,2,66.87,1.62,0.75,1.14,25.16,79,2.94,9.7,2.43,0.84,1.59,0.65,8.38,9.21,0.16,19,0.62,49,1,12,68,20,15,69,16,18.98,13.43,0.92,101,-5.54,17.46,13.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,8.29,37,0.05,-0.11,0,0.1,0,0.04,
Kiana Angélica Palacios Hernández,Kiana Angélica Palacios Hernández,América W,2023/2024,3148,Delantera,0.51,0.51,0.46,0.11,4.06,13,45,4,0,0.51,0.23,0.26,1.97,0.23,0.26,1.97,0,0,0,0.74,0.72,6.03,0.02,3.26,1.86,1.4,57,1.09,0,2.72,4.69,0.83,1.14,0.49,0.58,22.16,8.09,0.01,3.72,59.85,5.97,8.32,2.06,2.89,76,2.83,3.96,1.63,40,0.66,56,1.57,0,18.47,25.8,2.97,4.89,0.49,61.7,13.09,71,3.97,81,0.11,0.03,0,34.62,78,1.17,24,55,0.77,1.86,26,75,-4,64.27,4.06,0.99,1.29,39.79,83,5.53,15.38,1.34,1.32,0.03,0.66,9.03,10.35,0.26,26,0.6,35,1.2,12,68,20,11,72,17,16.07,13.64,0.97,101,-2.43,15.59,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,7.94,34,0.01,0.09,0.04,0.06,0,0.2,
Kimberlin Galicia,Kimberlin Galicia,Guadalajara W,2023/2024,249,Delantera,0,0,0.48,0.17,2.89,0,25,5,0,0.08,0,0.05,1.08,0,0.05,1.08,0,0,0,0,0.53,3.98,-0.53,4.7,2.89,1.81,62,1.81,0,2.17,6.15,0.36,0.5,0,0,35.8,13.38,0,1.81,62.84,7.23,9.76,2.53,2.89,64,3.05,3.55,2.89,40,1.45,50,1.08,0,30.37,38.31,1.81,7.96,0,61.73,22.42,74,6.87,86,0,0,0,17.72,86,0.36,21,100,0,0.36,24,75,-11,59.06,2.17,0.41,0.77,27.12,71,5.53,6.51,0.36,0.36,0,0.72,6.15,6.51,0,0,0,0,1.08,20,63,16,33,61,6,13.96,10.72,1.07,123,-3.25,14.88,13.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2.71,13,0.01,0.01,0.04,-0.2,0,-0.14,
Leslie Stephanie Ramírez Pérez,Leslie Stephanie Ramírez Pérez,Cruz Azul W,2023/2024,41,Delantera,2.22,2.22,0.06,0.03,2.22,100,100,5,0,0.39,0,0,0,0,0,0,0,0,0,2.22,0.06,2.22,2.15,2.22,2.22,0,100,0,0,2.22,2.22,0,0,0,0,2.22,0,0,0,46.42,4.43,6.65,0,0,0,0,0,0,0,0,0,0,0,2.22,1.31,0,2.22,0,46.42,0,0,0,0,0,0,0,24.38,64,2.22,17,50,0,4.43,0,0,0,67.3,2.22,0.98,0.98,19.95,78,2.68,11.08,0,0,0,2.22,4.43,4.43,0,0,0,0,2.22,36,55,9,60,20,20,20.9,0,0.79,0,0,16.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0.03,-0.04,0,-0.07,0,-0.08,
Lourdes Sofia Martínez Barajas,Lourdes Sofia Martínez Barajas,Pachuca W,2023/2024,95,Delantera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,1.9,0.95,67,0,0,0,3.81,0,0,0.95,1.23,30.47,11.42,0,8.57,56.39,3.81,4.76,3.81,3.81,67,4.73,4.73,1.9,0,1.9,0,0,0,24.75,32.15,6.66,3.81,0,58.52,14.28,58,3.81,100,0,0,0,18.09,85,0.95,12,100,1.9,0,40,88,3,61.03,2.86,0.04,0.04,21.9,87,4.25,7.62,0,0,0,0,0,0,0,0,0,0,0,15,65,20,25,75,0,13.57,14.3,1.09,112,0.73,14.79,16.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0.48,2,0,0.06,-0.61,0,0,-0.56,
Luisa Fernanda De Alba Hernández,Luisa Fernanda De Alba Hernández,Santos Laguna W,2023/2024,1230,Delantera,0.07,0.07,0.11,0.09,1.17,6,19,2,0,0.07,0.07,0.06,0.88,0.07,0.06,0.88,0,0,0,0.15,0.17,2.05,-0.02,0.51,0.29,0.22,57,0.44,0,1.83,3.95,0.37,0.18,0.73,0.23,17.64,5.34,0.01,2.34,59.93,3.22,6.29,0.66,1.02,69,0.3,0.48,0.37,57,0.29,43,1.76,0,16.61,8.84,1.98,4.46,0.07,62.63,12.52,75,3.66,82,0,0,0,23.35,70,0.22,13,43,0.81,0.44,35,61,-9,57.41,1.39,0.14,0.26,22.54,79,3,6.22,0.29,0.29,0,0.29,3.07,3.37,0.07,50,0.15,33,0.22,12,62,27,18,61,21,14.12,10.75,1.01,105,-3.37,14.23,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,2.89,32,-0.05,-0.03,0,0,0,-0.08,
Luz Aida Duarte Moroyoqui,Luz Aida Duarte Moroyoqui,Atlético San Luis W,2023/2024,477,Delantera,0.38,0.19,0.31,0.09,3.4,6,22,4,100,0.32,0.19,0.18,2.27,0.19,0.18,2.27,0,0,0,0.38,0.48,5.66,-0.11,1.51,0.94,0.57,63,1.51,0,2.45,3.78,0.38,0.37,1.13,1.08,14.73,4.91,0,2.45,59.67,3.78,5.66,0.38,0.76,33,0.26,0.63,1.51,20,0.76,52,2.83,0,12.84,13.22,1.51,3.02,0.19,65.65,10.57,82,2.64,88,0,0,0,30.02,65,0.57,15,27,1.51,1.7,28,60,-5,60.77,3.21,0.29,0.55,28.32,81,3.53,9.63,0.57,0.57,0,0.57,6.8,7.36,0.38,0,0.19,25,0.94,24,57,19,24,61,16,15.78,14.62,0.89,89,-1.15,14.07,13.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,5.04,30,-0.01,-0.08,-0.04,0.03,0,-0.09,https://drive.google.com/uc?id=1Ljs7vxXUouCKcE3NN2WrbXw212CBomh_
Magaly Cortés,Magaly Cortés,Querétaro W,2023/2024,2057,Delantera,0.22,0.22,0.19,0.08,2.32,9,38,4,0,0.24,0.18,0.1,1.09,0.18,0.1,1.09,0,0,0,0.39,0.29,3.41,0.11,1.84,0.96,0.88,52,2.63,0,1.93,4.6,0.35,0.22,0.61,0.45,19.08,7.48,0.01,2.41,60.02,3.68,5.86,1.18,1.53,68,0.8,1.02,0.96,52,0.57,47,3.15,0,16.94,11.72,1.79,3.76,0.09,62.4,11.95,71,2.76,73,0.09,0,0,23.33,56,0.79,15,34,0.92,2.01,33,55,-1,60.76,2.54,0.33,0.49,25.38,79,4.43,7,0.88,0.83,0.04,0.18,3.68,4.51,0.18,30,0.35,25,0.26,31,54,16,28,56,16,17.96,14.23,0.93,101,-3.72,16.69,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,3.72,23,-0.01,0,0.03,-0.02,0,0,
Mallory Olsson,Mallory Olsson,Santos Laguna W,2023/2024,666,Delantera,0.14,0.14,0.22,0.08,2.84,5,33,5,0,0.13,0,0.01,0.27,0,0.01,0.27,0,0,0,0.14,0.23,3.11,-0.09,2.16,1.08,1.08,50,1.89,0,1.62,5,0.14,0.15,0.27,0.19,22.85,7.71,0.01,4.46,68.99,3.79,4.73,0.81,0.95,75,0.77,0.93,1.62,50,0.27,30,0.95,0,20.69,12.65,3.52,4.6,0.54,70.2,18.52,90,4.33,94,0,0,0,12.57,76,0.54,21,67,0.41,0.68,24,68,-8,58.89,1.22,0.12,0.25,19.06,68,5.46,3.92,0.27,0.27,0,0,3.65,3.92,0,0,0.14,50,0.14,13,55,32,7,72,21,15.08,13.37,1.02,103,-1.71,15.43,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,1.57,13,-0.03,0.04,-0.04,-0.13,0,-0.17,
Marcia Paola García Ramírez,Marcia Paola García Ramírez,Atlas W,2023/2024,1848,Delantera,0.34,0.19,0.32,0.11,2.87,7,42,5,75,0.3,0.1,0.1,0.93,0.1,0.1,0.93,0,0,0,0.29,0.42,3.8,-0.13,1.75,0.93,0.83,53,0.97,0.05,2.05,4.58,0.49,0.4,0.58,0.52,22.4,7.69,0.01,3.17,63.78,4.09,5.84,1.31,1.8,69,1.39,1.8,1.17,14,0.58,43,2.34,0.05,20.02,16.91,2.58,4.58,0.49,65.51,16.22,81,4.04,88,0.05,0,0,22.79,71,1.07,13,65,1.12,1.12,31,67,-4,61.27,3.17,0.51,0.69,24.94,80,4.98,8.28,0.78,0.78,0,0.34,5.94,6.72,0.1,13,0.1,14,0.44,16,69,15,11,73,16,16.06,14.31,0.99,103,-1.75,15.97,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,4.21,26,-0.01,0.03,0.07,0.02,0,0.11,
Maria Aparecida Souza Alves,Maria Aparecida Souza Alves,León W,2023/2024,976,Delantera,0.37,0.37,0.46,0.16,2.77,13,43,5,0,0.45,0,0.23,1.48,0,0.23,1.48,0,0,0,0.37,0.69,4.24,-0.32,2.77,1.01,1.75,37,0.55,0,1.48,5.17,0.83,0.84,0.18,0.08,15.59,5.07,0,2.4,65.62,5.35,7.84,1.66,2.49,78,1.92,2.76,0.92,44,0.46,45,1.29,0,13.19,13.56,1.85,2.95,0.28,66.95,10.7,81,2.77,94,0,0,0,23.25,60,0.55,15,29,0.28,1.85,23,62,3,64.64,3.04,0.71,1.09,22.6,75,6.9,8.03,1.29,1.29,0,0.46,5.44,6.73,0.09,43,1.11,33,0.83,17,71,12,11,79,9,16.67,12.26,0.89,98,-4.41,14.8,12.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,5.47,34,0.07,0.08,0.03,0.12,0,0.3,
Mariana Munguía Haros,Mariana Munguía Haros,Tijuana W,2023/2024,708,Delantera,0.13,0.13,0.21,0.1,2.03,6,38,4,0,0.28,0.13,0.13,0.76,0.13,0.13,0.76,0,0,0,0.25,0.33,2.8,-0.08,1.78,0.89,0.89,50,0.76,0,3.56,4.96,0.13,0.13,0.25,0.17,24.14,6.61,0.03,2.54,61.77,4.19,5.72,1.02,1.14,62,0.8,0.94,1.27,38,0.64,43,1.91,0,21.85,22.46,2.16,4.57,0.13,62.97,16.77,77,4.32,94,0,0,0,19.57,69,0.38,21,43,0.76,0.38,41,74,5,63.16,1.52,0.56,0.74,23.38,70,5.42,6.99,0.64,0.51,0.13,0.51,5.97,6.48,0,20,0.38,43,1.14,17,63,20,11,71,18,13.34,11.76,1,90,-1.58,13.32,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,3.93,21,0.13,0.02,0.01,-0.08,0,0.07,
Mariana Ramos,Mariana Ramos,Necaxa W,2023/2024,578,Delantera,0.47,0.31,0.03,0.02,1.25,25,50,1,100,0.11,0.16,0.08,0.93,0.16,0.08,0.93,0,0,0,0.47,0.11,2.18,0.35,1.87,0.93,0.93,50,1.09,0,1.56,5.3,0.47,0.42,0.47,0.13,22.74,7.32,0,3.27,60.58,2.34,4.36,0.78,1.25,83,0.45,0.87,0.78,0,0.16,31,1.71,0,21.18,15.2,2.65,7.63,0.47,63.23,15.58,74,6.39,84,0,0,0,20.09,63,0.62,22,44,0.78,1.09,32,54,-9,56.53,1.4,0.14,0.16,22.43,75,2.9,5.14,1.09,0.93,0.16,0,1.4,2.34,0.16,14,0.16,100,0,21,58,22,15,70,15,14,10.76,0.93,100,-3.24,13.01,10.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,3.55,34,-0.01,-0.06,0.01,0.02,0,-0.04,https://drive.google.com/uc?id=1_LvujSjSsTnrV909WRIbZ2mMi78Vdlzy
Mariel Román,Mariel Román,Toluca W,2023/2024,2607,Delantera,0.41,0.41,0.4,0.13,3.11,13,47,3,0,0.38,0.21,0.14,1.69,0.21,0.14,1.69,0,0,0,0.62,0.54,4.8,0.08,1.42,0.69,0.72,49,1.45,0,1.55,3.14,0.35,0.33,1.14,1.17,13.64,4.07,0,2.49,53.29,4.94,7.56,1.07,1.42,63,1,1.33,0.45,36,0.62,47,1.59,0,12.12,12.39,1.76,3.49,0.31,57.39,7.73,64,2.55,73,0.1,0,0,34.28,84,0.62,20,55,1.55,0.72,30,80,-3,55.49,2.8,0.66,0.96,34.45,88,4.05,9.11,0.38,0.38,0,0.45,5.9,6.28,0.24,27,0.1,60,0.76,12,65,23,14,68,18,14.62,14.59,0.98,97,-0.03,14.33,14.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,6.05,36,-0.03,0.03,0.03,0.05,0,0.09,
María Aceves,María Aceves,Necaxa W,2023/2024,763,Delantera,0.12,0.12,0.2,0.17,1.18,10,30,2,0,0.14,0.12,0.02,0.24,0.12,0.02,0.24,0,0,0,0.24,0.22,1.42,0.01,1.65,0.83,0.83,50,1.42,0,1.65,6.84,0.12,0.04,0.59,0.36,23.35,9.91,0,2.83,59.87,3.77,5.78,0.59,0.71,45,0.51,0.55,0.71,17,0.71,44,2.83,0,22.05,14.79,2.48,4.84,0,60.97,16.51,75,4.13,85,0.12,0.12,0,25,79,0,33,0,0.59,0.35,43,72,-7,58.81,1.89,0.18,0.33,25.83,75,3.05,7.9,0.12,0.12,0,0.12,2.48,2.59,0.12,0,0,0,0.24,8,66,26,15,61,24,12.48,11.52,0.97,100,-0.97,12.14,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,1.82,25,-0.08,-0.04,0,0.02,0,-0.09,https://drive.google.com/uc?id=1FJRtOJ3SzZ1y1I_WaejTByKn7ygsaV6Y
